-3.9965e+06 0.002002
-3.9965e+06 0.00600601
-3.99647e+06 0.002002
-3.99646e+06 0.00600601
-3.99638e+06 0.003003
-3.9962e+06 0.003003
-3.9962e+06 0.014014
-3.9962e+06 0.003003
-3.99611e+06 0.002002
-3.99602e+06 0.003003
-3.996e+06 0.00500501
-3.99598e+06 0.002002
-3.99596e+06 0.001001
-3.99585e+06 0.001001
-3.99584e+06 0.003003
-3.99584e+06 0.003003
-3.99583e+06 0.002002
-3.99583e+06 0.003003
-3.99583e+06 0.01001
-3.99581e+06 0.002002
-3.99581e+06 0.002002
-3.99576e+06 0.003003
-3.99575e+06 0.002002
-3.99572e+06 0.004004
-3.99568e+06 0.00500501
-3.99567e+06 0.002002
-3.99562e+06 0.001001
-3.99561e+06 0.003003
-3.99558e+06 0.001001
-3.99557e+06 0.001001
-3.99555e+06 0.001001
-3.99553e+06 0.002002
-3.99551e+06 0.00500501
-3.99549e+06 0.00600601
-3.99545e+06 0.002002
-3.99537e+06 0.00600601
-3.99531e+06 0.003003
-3.99521e+06 0.001001
-3.99506e+06 0.003003
-3.99493e+06 0.001001
-3.99491e+06 0.001001
-3.9949e+06 0.001001
-3.99481e+06 0.001001
-3.9948e+06 0.001001
-3.99479e+06 0.002002
-3.99479e+06 0.001001
-3.99477e+06 0.00800801
-3.99476e+06 0.00500501
-3.99476e+06 0.004004
-3.99475e+06 0.003003
-3.99469e+06 0.002002
-3.99466e+06 0.002002
-3.99466e+06 0.004004
-3.99461e+06 0.001001
-3.9946e+06 0.001001
-3.99453e+06 0.002002
-3.99451e+06 0.002002
-3.9945e+06 0.002002
-3.9945e+06 0.003003
-3.99448e+06 0.002002
-3.99448e+06 0.003003
-3.99444e+06 0.001001
-3.99438e+06 0.001001
-3.99434e+06 0.002002
-3.99432e+06 0.016016
-3.99429e+06 0.003003
-3.99424e+06 0.004004
-3.99423e+06 0.012012
-3.99419e+06 0.001001
-3.99418e+06 0.002002
-3.99414e+06 0.002002
-3.99403e+06 0.002002
-3.99401e+06 0.00800801
-3.994e+06 0.004004
-3.99399e+06 0.001001
-3.99399e+06 0.004004
-3.99398e+06 0.003003
-3.99398e+06 0.002002
-3.99398e+06 0.003003
-3.99396e+06 0.003003
-3.99395e+06 0.002002
-3.99395e+06 0.00600601
-3.99393e+06 0.003003
-3.99393e+06 0.00500501
-3.99393e+06 0.002002
-3.99392e+06 0.001001
-3.99391e+06 0.001001
-3.9939e+06 0.004004
-3.99389e+06 0.002002
-3.99386e+06 0.001001
-3.99386e+06 0.003003
-3.99385e+06 0.00800801
-3.99385e+06 0.001001
-3.99384e+06 0.004004
-3.99384e+06 0.001001
-3.99383e+06 0.001001
-3.99382e+06 0.003003
-3.9938e+06 0.002002
-3.9938e+06 0.002002
-3.9938e+06 0.001001
-3.99379e+06 0.003003
-3.99379e+06 0.00800801
-3.99377e+06 0.004004
-3.99375e+06 0.001001
-3.99375e+06 0.002002
-3.99375e+06 0.001001
-3.99374e+06 0.004004
-3.99373e+06 0.001001
-3.99372e+06 0.003003
-3.99372e+06 0.002002
-3.99371e+06 0.003003
-3.99369e+06 0.013013
-3.99367e+06 0.001001
-3.99367e+06 0.001001
-3.99367e+06 0.002002
-3.99366e+06 0.003003
-3.99366e+06 0.002002
-3.99365e+06 0.001001
-3.9936e+06 0.001001
-3.99359e+06 0.004004
-3.99359e+06 0.00600601
-3.99358e+06 0.003003
-3.99358e+06 0.003003
-3.99357e+06 0.004004
-3.99355e+06 0.001001
-3.99354e+06 0.001001
-3.99354e+06 0.001001
-3.99354e+06 0.001001
-3.99354e+06 0.002002
-3.99354e+06 0.002002
-3.99353e+06 0.001001
-3.99352e+06 0.001001
-3.99352e+06 0.003003
-3.99352e+06 0.001001
-3.99351e+06 0.003003
-3.99351e+06 0.001001
-3.99345e+06 0.003003
-3.99344e+06 0.003003
-3.99343e+06 0.001001
-3.99341e+06 0.003003
-3.9934e+06 0.003003
-3.99339e+06 0.001001
-3.99334e+06 0.002002
-3.99333e+06 0.002002
-3.9933e+06 0.001001
-3.99324e+06 0.001001
-3.99319e+06 0.002002
-3.99314e+06 0.001001
-3.9931e+06 0.001001
-3.9931e+06 0.001001
-3.99308e+06 0.003003
-3.99299e+06 0.001001
-3.99296e+06 0.003003
-3.99295e+06 0.004004
-3.99288e+06 0.00700701
-3.99287e+06 0.004004
-3.99286e+06 0.002002
-3.99284e+06 0.002002
-3.99282e+06 0.001001
-3.99277e+06 0.004004
-3.99276e+06 0.002002
-3.99261e+06 0.00500501
-3.99256e+06 0.003003
-3.99252e+06 0.001001
-3.99242e+06 0.002002
-3.9924e+06 0.004004
-3.99239e+06 0.00700701
-3.99236e+06 0.003003
-3.99234e+06 0.001001
-3.99234e+06 0.003003
-3.99234e+06 0.003003
-3.9923e+06 0.01001
-3.99225e+06 0.004004
-3.99224e+06 0.00500501
-3.9922e+06 0.00700701
-3.9922e+06 0.001001
-3.99216e+06 0.004004
-3.99212e+06 0.001001
-3.99209e+06 0.002002
-3.99208e+06 0.002002
-3.99208e+06 0.004004
-3.99205e+06 0.00500501
-3.99192e+06 0.001001
-3.99191e+06 0.001001
-3.9919e+06 0.017017
-3.99186e+06 0.003003
-3.99179e+06 0.003003
-3.99145e+06 0.002002
-3.99141e+06 0.001001
-3.98978e+06 0.001001
-3.98976e+06 0.001001
-3.98968e+06 0.001001
-3.98842e+06 0.001001
-3.98832e+06 0.001001
-3.9883e+06 0.002002
-3.98828e+06 0.001001
-3.98822e+06 0.001001
-3.98814e+06 0.001001
-3.98812e+06 0.00600601
-3.98806e+06 0.002002
-3.98801e+06 0.001001
-3.98795e+06 0.004004
-3.98795e+06 0.004004
-3.98784e+06 0.001001
-3.9878e+06 0.00500501
-3.98768e+06 0.003003
-3.98763e+06 0.001001
-3.98754e+06 0.00500501
-3.98753e+06 0.00600601
