-4.1521e+06 0.002
-4.1521e+06 0.006
-4.15209e+06 0.002
-4.15209e+06 0.006
-4.152e+06 0.003
-4.15153e+06 0.017
-4.15153e+06 0.003
-4.15142e+06 0.005
-4.15142e+06 0.002
-4.15141e+06 0.002
-4.15137e+06 0.001
-4.15131e+06 0.003
-4.15123e+06 0.001
-4.15122e+06 0.01
-4.1512e+06 0.002
-4.15115e+06 0.006
-4.15115e+06 0.002
-4.15115e+06 0.003
-4.15113e+06 0.002
-4.15109e+06 0.003
-4.15108e+06 0.002
-4.15107e+06 0.005
-4.15102e+06 0.002
-4.15101e+06 0.001
-4.151e+06 0.004
-4.15096e+06 0.004
-4.15096e+06 0.001
-4.15094e+06 0.001
-4.1509e+06 0.005
-4.1509e+06 0.002
-4.15086e+06 0.006
-4.15083e+06 0.002
-4.15075e+06 0.006
-4.15068e+06 0.003
-4.15064e+06 0.001
-4.15041e+06 0.003
-4.1504e+06 0.001
-4.15038e+06 0.001
-4.15035e+06 0.001
-4.15032e+06 0.001
-4.1503e+06 0.002
-4.1503e+06 0.001
-4.15028e+06 0.001
-4.15024e+06 0.008
-4.15021e+06 0.005
-4.1502e+06 0.002
-4.1502e+06 0.002
-4.15018e+06 0.003
-4.1501e+06 0.002
-4.1501e+06 0.002
-4.1501e+06 0.004
-4.15005e+06 0.001
-4.14999e+06 0.002
-4.14997e+06 0.001
-4.14997e+06 0.002
-4.14997e+06 0.002
-4.14996e+06 0.002
-4.14996e+06 0.003
-4.14996e+06 0.003
-4.14994e+06 0.001
-4.14993e+06 0.004
-4.14989e+06 0.001
-4.14986e+06 0.003
-4.14985e+06 0.016
-4.14978e+06 0.004
-4.14976e+06 0.001
-4.14975e+06 0.008
-4.14975e+06 0.004
-4.14975e+06 0.003
-4.14974e+06 0.002
-4.14973e+06 0.002
-4.14973e+06 0.002
-4.14973e+06 0.007
-4.14972e+06 0.002
-4.14972e+06 0.002
-4.1497e+06 0.012
-4.14969e+06 0.001
-4.14969e+06 0.001
-4.14968e+06 0.004
-4.14966e+06 0.001
-4.14966e+06 0.002
-4.14966e+06 0.001
-4.14965e+06 0.001
-4.14964e+06 0.004
-4.14962e+06 0.003
-4.1496e+06 0.002
-4.14959e+06 0.001
-4.14957e+06 0.001
-4.14957e+06 0.008
-4.14957e+06 0.001
-4.14956e+06 0.008
-4.14953e+06 0.001
-4.14952e+06 0.003
-4.1495e+06 0.001
-4.14949e+06 0.003
-4.14949e+06 0.003
-4.14949e+06 0.003
-4.14948e+06 0.001
-4.14948e+06 0.004
-4.14947e+06 0.006
-4.14947e+06 0.003
-4.14946e+06 0.004
-4.14946e+06 0.002
-4.14944e+06 0.004
-4.14943e+06 0.001
-4.1494e+06 0.002
-4.14938e+06 0.001
-4.14936e+06 0.001
-4.14934e+06 0.003
-4.14934e+06 0.004
-4.14933e+06 0.002
-4.14933e+06 0.001
-4.14932e+06 0.002
-4.14932e+06 0.001
-4.1493e+06 0.002
-4.1493e+06 0.003
-4.1493e+06 0.001
-4.14929e+06 0.004
-4.14929e+06 0.004
-4.14927e+06 0.002
-4.14926e+06 0.003
-4.14922e+06 0.013
-4.14921e+06 0.001
-4.14921e+06 0.009
-4.1492e+06 0.002
-4.14919e+06 0.001
-4.14918e+06 0.001
-4.14917e+06 0.001
-4.14917e+06 0.001
-4.14916e+06 0.003
-4.14915e+06 0.001
-4.14913e+06 0.001
-4.14912e+06 0.002
-4.14912e+06 0.003
-4.1491e+06 0.001
-4.1491e+06 0.001
-4.14909e+06 0.001
-4.14908e+06 0.001
-4.14902e+06 0.002
-4.14902e+06 0.002
-4.149e+06 0.001
-4.14898e+06 0.003
-4.14897e+06 0.003
-4.14896e+06 0.001
-4.14893e+06 0.001
-4.1489e+06 0.004
-4.14889e+06 0.003
-4.1488e+06 0.001
-4.14876e+06 0.003
-4.14869e+06 0.004
-4.14868e+06 0.007
-4.14867e+06 0.001
-4.14867e+06 0.001
-4.14865e+06 0.002
-4.14858e+06 0.004
-4.14856e+06 0.003
-4.1485e+06 0.002
-4.1484e+06 0.005
-4.14831e+06 0.003
-4.14829e+06 0.002
-4.14826e+06 0.004
-4.14826e+06 0.001
-4.14818e+06 0.007
-4.14815e+06 0.001
-4.14814e+06 0.003
-4.14813e+06 0.01
-4.14811e+06 0.003
-4.14809e+06 0.003
-4.14804e+06 0.005
-4.14801e+06 0.004
-4.14797e+06 0.004
-4.14797e+06 0.007
-4.14797e+06 0.001
-4.14793e+06 0.004
-4.14792e+06 0.001
-4.14785e+06 0.002
-4.14784e+06 0.002
-4.14779e+06 0.005
-4.14775e+06 0.001
-4.14771e+06 0.017
-4.14766e+06 0.001
-4.14763e+06 0.003
-4.1476e+06 0.003
-4.14724e+06 0.002
-4.14724e+06 0.001
-4.14575e+06 0.001
-4.14573e+06 0.001
-4.14567e+06 0.001
-4.14439e+06 0.001
-4.14424e+06 0.001
-4.14423e+06 0.002
-4.14421e+06 0.001
-4.14414e+06 0.001
-4.14411e+06 0.001
-4.1441e+06 0.004
-4.14404e+06 0.002
-4.14394e+06 0.001
-4.14384e+06 0.002
-4.14383e+06 0.004
-4.14382e+06 0.004
-4.14371e+06 0.001
-4.14367e+06 0.005
-4.14356e+06 0.003
-4.14351e+06 0.001
-4.14344e+06 0.005
-4.1434e+06 0.002
-4.14336e+06 0.006
-4.14332e+06 0.001
-4.14327e+06 0.003
-4.14323e+06 0.004
-4.14321e+06 0.001
-4.1432e+06 0.003
-4.14311e+06 0.003
-4.14306e+06 0.001
-4.14306e+06 0.001
-4.14279e+06 0.003
-4.1426e+06 0.002
-4.13982e+06 0.001
-4.13833e+06 0.001
-4.13808e+06 0.003
-4.13806e+06 0.001
-4.13802e+06 0.001
-4.138e+06 0.001
-4.13772e+06 0.001
-4.13755e+06 0.001
-4.13755e+06 0.002
-4.13732e+06 0.003
-4.13721e+06 0.001
-4.13696e+06 0.006
-4.13694e+06 0.001
-4.136e+06 0.004
-4.1359e+06 0.009
-4.1359e+06 0.003
-4.13587e+06 0.002
-4.13586e+06 0.001
-4.13584e+06 0.002
-4.13583e+06 0.001
-4.1358e+06 0.001
-4.13579e+06 0.003
-4.13579e+06 0.003
-4.13578e+06 0.002
-4.13578e+06 0.001
-4.13576e+06 0.001
-4.13575e+06 0.003
-4.1357e+06 0.003
-4.13568e+06 0.001
-4.13567e+06 0.006
-4.13567e+06 0.004
-4.13565e+06 0.002
-4.13564e+06 0.001
-4.13564e+06 0.001
-4.13562e+06 0.002
-4.13561e+06 0.001
-4.13561e+06 0.001
-4.1356e+06 0.001
-4.13558e+06 0.002
-4.13557e+06 0.001
