-158777 0.001
-157049 0.001
-156945 0.001
-156944 0.001
-156878 0.003
-156837 0.001
-156726 0.001
-156725 0.001
-156690 0.001
-156653 0.002
-156593 0.002
-156550 0.001
-156502 0.001
-156499 0.001
-156465 0.001
-156462 0.001
-156422 0.001
-156391 0.001
-156386 0.001
-156373 0.002
-156371 0.001
-156368 0.001
-156355 0.001
-156349 0.001
-156341 0.001
-156327 0.001
-156304 0.001
-156303 0.001
-156290 0.002
-156286 0.001
-156267 0.001
-156256 0.003
-156254 0.001
-156248 0.001
-156245 0.001
-156241 0.001
-156230 0.003
-156229 0.001
-156220 0.001
-156215 0.003
-156213 0.001
-156210 0.001
-156203 0.004
-156197 0.002
-156196 0.001
-156190 0.001
-156189 0.003
-156183 0.002
-156181 0.003
-156178 0.002
-156176 0.002
-156175 0.002
-156169 0.003
-156164 0.001
-156163 0.001
-156161 0.001
-156158 0.007
-156156 0.002
-156152 0.002
-156147 0.002
-156145 0.001
-156139 0.002
-156137 0.005
-156134 0.003
-156133 0.001
-156131 0.001
-156130 0.002
-156126 0.003
-156123 0.001
-156121 0.002
-156120 0.001
-156119 0.001
-156118 0.001
-156116 0.002
-156102 0.002
-156101 0.002
-156100 0.004
-156098 0.002
-156094 0.008
-156093 0.001
-156088 0.003
-156081 0.001
-156079 0.002
-156075 0.001
-156074 0.001
-156073 0.001
-156071 0.001
-156070 0.002
-156063 0.003
-156061 0.001
-156057 0.003
-156049 0.002
-156048 0.001
-156045 0.003
-156043 0.001
-156042 0.001
-156035 0.001
-156034 0.001
-156032 0.009
-156030 0.005
-156028 0.001
-156026 0.001
-156024 0.001
-156022 0.005
-156017 0.003
-156015 0.004
-156012 0.001
-156011 0.002
-156010 0.009
-156008 0.001
-156005 0.005
-156004 0.001
-156002 0.001
-156000 0.004
-155999 0.004
-155998 0.006
-155997 0.003
-155996 0.002
-155995 0.002
-155994 0.001
-155990 0.002
-155989 0.002
-155983 0.001
-155979 0.003
-155978 0.005
-155971 0.004
-155969 0.005
-155966 0.004
-155964 0.002
-155963 0.001
-155959 0.003
-155958 0.002
-155955 0.003
-155953 0.009
-155949 0.004
-155948 0.003
-155944 0.005
-155943 0.002
-155942 0.002
-155941 0.004
-155938 0.002
-155937 0.003
-155935 0.006
-155933 0.001
-155932 0.005
-155931 0.005
-155930 0.001
-155929 0.001
-155928 0.001
-155927 0.002
-155925 0.002
-155921 0.001
-155920 0.003
-155912 0.004
-155910 0.006
-155908 0.003
-155907 0.006
-155906 0.004
-155904 0.004
-155903 0.003
-155901 0.002
-155899 0.009
-155898 0.002
-155897 0.004
-155896 0.004
-155895 0.001
-155894 0.002
-155892 0.002
-155891 0.004
-155888 0.004
-155883 0.001
-155880 0.001
-155879 0.003
-155878 0.004
-155875 0.002
-155873 0.001
-155872 0.003
-155871 0.001
-155870 0.005
-155863 0.001
-155862 0.002
-155859 0.001
-155856 0.016
-155855 0.001
-155851 0.001
-155848 0.004
-155846 0.004
-155844 0.003
-155843 0.002
-155842 0.022
-155840 0.003
-155837 0.003
-155836 0.004
-155834 0.002
-155833 0.001
-155831 0.001
-155830 0.004
-155829 0.007
-155828 0.005
-155826 0.004
-155822 0.001
-155821 0.007
-155820 0.012
-155818 0.006
-155817 0.002
-155816 0.001
-155815 0.002
-155814 0.005
-155811 0.002
-155809 0.004
-155806 0.005
-155805 0.006
-155802 0.001
-155801 0.003
-155799 0.002
-155797 0.015
-155795 0.001
-155794 0.003
-155793 0.003
-155792 0.007
-155791 0.005
-155788 0.001
-155786 0.002
-155784 0.005
-155780 0.002
-155777 0.001
-155774 0.004
-155771 0.005
-155769 0.01
-155768 0.001
-155765 0.001
-155763 0.001
-155761 0.001
-155760 0.001
-155758 0.003
-155756 0.001
-155754 0.001
-155753 0.001
-155747 0.004
-155744 0.008
-155735 0.001
-155729 0.004
-155723 0.002
-155722 0.003
-155712 0.004
-155711 0.003
-155705 0.003
-155703 0.002
-155699 0.003
-155688 0.002
-155667 0.001
-155666 0.003
-155659 0.001
-155657 0.004
-155651 0.001
-155649 0.008
-155646 0.001
-155645 0.003
-155644 0.004
-155643 0.001
-155642 0.004
-155640 0.001
-155632 0.002
-155629 0.006
-155627 0.002
-155626 0.001
